"";"ano";"bigrama";"editoria_limpo";"datas"
"4175";2016;"milhares vão";"folha de spaulo  mundo";2016-07-09
"4176";2016;"protestar contra";"folha de spaulo  mundo";2016-07-09
"4177";2016;"contra violência";"folha de spaulo  mundo";2016-07-09
"4178";2016;"violência policial";"folha de spaulo  mundo";2016-07-09
"4179";2016;"obama nega";"folha de spaulo  mundo";2016-07-09
"4180";2016;"nega polarização";"folha de spaulo  mundo";2016-07-09
"4181";2016;"polarização racial";"folha de spaulo  mundo";2016-07-09
"4182";2016;"eua após";"folha de spaulo  mundo";2016-07-09
"4183";2016;"após ataque";"folha de spaulo  mundo";2016-07-09
"4184";2016;"dallas usa";"folha de spaulo  mundo";2016-07-09
"4185";2016;"usa robôbomba";"folha de spaulo  mundo";2016-07-09
"4186";2016;"matar suspeito";"folha de spaulo  mundo";2016-07-09
"4187";2016;"levanta debate";"folha de spaulo  mundo";2016-07-09
"4188";2016;"novo dia";"folha de spaulo  mundo";2016-07-10
"4189";2016;"200 presos";"folha de spaulo  mundo";2016-07-10
"4190";2016;"reformador chefe";"folha de spaulo  mundo";2016-07-10
"4191";2016;"dallas vira";"folha de spaulo  mundo";2016-07-10
"4192";2016;"vira símbolo";"folha de spaulo  mundo";2016-07-10
"4193";2016;"condena violência";"folha de spaulo  mundo";2016-07-10
"4194";2016;"violência contra";"folha de spaulo  mundo";2016-07-10
"4195";2016;"tratada injustamente";"folha de spaulo  mundo";2016-07-10
"4196";2016;"obama pede";"folha de spaulo  mundo";2016-07-10
"4197";2016;"maior tolerância";"folha de spaulo  mundo";2016-07-10
"4198";2016;"mulher parada";"folha de spaulo  mundo";2016-07-11
"4199";2016;"virou símbolo";"folha de spaulo  mundo";2016-07-11
"4200";2016;"tensão racial";"folha de spaulo  mundo";2016-07-11
"4201";2016;"eua pode";"folha de spaulo  mundo";2016-07-11
"4202";2016;"pode mudar";"folha de spaulo  mundo";2016-07-11
"4203";2016;"mudar táticas";"folha de spaulo  mundo";2016-07-11
"4204";2016;"protestos após";"folha de spaulo  mundo";2016-07-11
"4205";2016;"após mortes";"folha de spaulo  mundo";2016-07-11
"4206";2016;"mulher ferida";"folha de spaulo  mundo";2016-07-11
"4207";2016;"dallas elogia";"folha de spaulo  mundo";2016-07-11
"4208";2016;"elogia coragem";"folha de spaulo  mundo";2016-07-11
"4209";2016;"defende policiais";"folha de spaulo  mundo";2016-07-11
"4210";2016;"eua critica";"folha de spaulo  mundo";2016-07-11
"4211";2016;"critica desumanização";"folha de spaulo  mundo";2016-07-11
"4212";2016;"vh1 homenageia";"folha de spaulo  ilustrada";2016-07-12
"4213";2016;"homenageia mulheres";"folha de spaulo  ilustrada";2016-07-12
"4214";2016;"reverbera tensão";"folha de spaulo  ilustrada";2016-07-12
"4215";2016;"tensão racial";"folha de spaulo  ilustrada";2016-07-12
"4216";2016;"100 inocente";"folha de spaulo  mundo";2016-07-12
"4217";2016;"luiza bairros";"folha de spaulo  poder";2016-07-12
"4218";2016;"bairros exministra";"folha de spaulo  poder";2016-07-12
"4219";2016;"igualdade racial";"folha de spaulo  poder";2016-07-12
"4220";2016;"racial morre";"folha de spaulo  poder";2016-07-12
"4221";2016;"63 anos";"folha de spaulo  poder";2016-07-12
"4222";2016;"prescrevo sonhos";"folha de spaulo  educação";2016-07-13
"4223";2016;"maia recoloca";"folha de spaulo  poder";2016-07-14
"4224";2016;"recoloca antigo";"folha de spaulo  poder";2016-07-14
"4225";2016;"antigo pfl";"folha de spaulo  poder";2016-07-14
"4226";2016;"louisiana manifestou";"folha de spaulo  mundo";2016-07-17
"4227";2016;"manifestou descrença";"folha de spaulo  mundo";2016-07-17
"4228";2016;"protestos pacíficos";"folha de spaulo  mundo";2016-07-17
"4229";2016;"nova série";"folha de spaulo  ilustrada";2016-07-18
"4230";2016;"hbo vice";"folha de spaulo  ilustrada";2016-07-18
"4231";2016;"vice principals";"folha de spaulo  ilustrada";2016-07-18
"4232";2016;"principals trata";"folha de spaulo  ilustrada";2016-07-18
"4233";2016;"trata tensão";"folha de spaulo  ilustrada";2016-07-18
"4234";2016;"tensão racial";"folha de spaulo  ilustrada";2016-07-18
"4235";2016;"polícia atira";"folha de spaulo  mundo";2016-07-21
"4236";2016;"trump lidera";"folha de spaulo  mundo";2016-07-21
"4237";2016;"sistema corrupto";"folha de spaulo  mundo";2016-07-21
"4238";2016;"don king";"folha de spaulo  mundo";2016-07-21
"4239";2016;"discurso trump";"folha de spaulo  mundo";2016-07-22
"4240";2016;"trump omite";"folha de spaulo  mundo";2016-07-22
"4241";2016;"exagera dados";"folha de spaulo  mundo";2016-07-22
"4242";2016;"dados sobre";"folha de spaulo  mundo";2016-07-22
"4243";2016;"sobre violência";"folha de spaulo  mundo";2016-07-22
"4244";2016;"airbnb chama";"folha de spaulo  mercado";2016-07-22
"4245";2016;"chama exsecretário";"folha de spaulo  mercado";2016-07-22
"4246";2016;"combater racismo";"folha de spaulo  mercado";2016-07-22
"4247";2016;"convenção democrata";"folha de spaulo  mundo";2016-07-25
"4248";2016;"começa nesta";"folha de spaulo  mundo";2016-07-25
"4249";2016;"nesta segunda";"folha de spaulo  mundo";2016-07-25
"4250";2016;"segunda focará";"folha de spaulo  mundo";2016-07-25
"4251";2016;"focará tensão";"folha de spaulo  mundo";2016-07-25
"4252";2016;"tensão racial";"folha de spaulo  mundo";2016-07-25
"4253";2016;"latinos esperam";"folha de spaulo  mundo";2016-07-25
"4254";2016;"esperam repetir";"folha de spaulo  mundo";2016-07-25
"4255";2016;"hillary coalizão";"folha de spaulo  mundo";2016-07-25
"4256";2016;"elegeu obama";"folha de spaulo  mundo";2016-07-25
"4257";2016;"regina parra";"folha de spaulo  ilustrada";2016-07-26
"4258";2016;"parra estuda";"folha de spaulo  ilustrada";2016-07-26
"4259";2016;"estuda arqueologia";"folha de spaulo  ilustrada";2016-07-26
"4260";2016;"nova mostra";"folha de spaulo  ilustrada";2016-07-26
"4261";2016;"segurança comovem";"folha de spaulo  mundo";2016-07-26
"4262";2016;"comovem convenção";"folha de spaulo  mundo";2016-07-26
"4263";2016;"michelle obama";"folha de spaulo  mundo";2016-07-26
"4264";2016;"obama critica";"folha de spaulo  mundo";2016-07-26
"4265";2016;"critica trump";"folha de spaulo  mundo";2016-07-26
"4266";2016;"pede união";"folha de spaulo  mundo";2016-07-26
"4267";2016;"democratas tentam";"folha de spaulo  mundo";2016-07-26
"4268";2016;"tentam vender";"folha de spaulo  mundo";2016-07-26
"4269";2016;"vender hillary";"folha de spaulo  mundo";2016-07-26
"4270";2016;"terceiro mandato";"folha de spaulo  mundo";2016-07-26
"4271";2016;"pesquisador vigoroso";"folha de spaulo  ilustrada";2016-07-30
"4272";2016;"vigoroso tinhorão";"folha de spaulo  ilustrada";2016-07-30
"4273";2016;"tinhorão subestima";"folha de spaulo  ilustrada";2016-07-30
"4274";2016;"subestima senso";"folha de spaulo  ilustrada";2016-07-30
"4275";2016;"senso crítico";"folha de spaulo  ilustrada";2016-07-30
"4276";2016;"crítico africano";"folha de spaulo  ilustrada";2016-07-30
"4277";2016;"estilistas levam";"folha de spaulo  ilustrada";2016-07-31
"4278";2016;"levam discurso";"folha de spaulo  ilustrada";2016-07-31
"4279";2016;"turnê formation";"folha de spaulo  ilustrada";2016-07-31
"4280";2016;"servidora alvo";"folha de spaulo  cotidiano";2016-08-02
"4281";2016;"governo decidirá";"folha de spaulo  cotidiano";2016-08-02
"4282";2016;"comissão federal";"folha de spaulo  educação";2016-08-03
"4283";2016;"análise definir";"folha de spaulo  cotidiano";2016-08-03
"4284";2016;"pele beira";"folha de spaulo  cotidiano";2016-08-03
"4285";2016;"violência policial";"folha de spaulo  mundo";2016-08-04
"4286";2016;"policial atinge";"folha de spaulo  mundo";2016-08-04
"4287";2016;"atinge dois";"folha de spaulo  mundo";2016-08-04
"4288";2016;"dois terços";"folha de spaulo  mundo";2016-08-04
"4289";2016;"estados unidos";"folha de spaulo  mundo";2016-08-04
"4290";2016;"marvel escala";"folha de spaulo  ilustrada";2016-08-04
"4291";2016;"escala autora";"folha de spaulo  ilustrada";2016-08-04
"4292";2016;"autora feminista";"folha de spaulo  ilustrada";2016-08-04
"4293";2016;"hq sobre";"folha de spaulo  ilustrada";2016-08-04
"4294";2016;"sobre heroínas";"folha de spaulo  ilustrada";2016-08-04
"4295";2016;"heroínas lésbicas";"folha de spaulo  ilustrada";2016-08-04
"4296";2016;"paulo mulher";"folha de spaulo  cotidiano";2016-08-04
"4297";2016;"mulher escolarizada";"folha de spaulo  cotidiano";2016-08-04
"4298";2016;"escolarizada denuncia";"folha de spaulo  cotidiano";2016-08-04
"4299";2016;"violência doméstica";"folha de spaulo  cotidiano";2016-08-04
"4300";2016;"chicago divulga";"folha de spaulo  mundo";2016-08-06
"4301";2016;"divulga vídeo";"folha de spaulo  mundo";2016-08-06
"4302";2016;"causa protesto";"folha de spaulo  mundo";2016-08-06
"4303";2016;"crítica filme";"folha de spaulo  ilustrada";2016-08-08
"4304";2016;"tv semana";"folha de spaulo  ilustrada";2016-08-08
"4305";2016;"al pacino";"folha de spaulo  ilustrada";2016-08-08
"4306";2016;"pacino matt";"folha de spaulo  ilustrada";2016-08-08
"4307";2016;"matt damon";"folha de spaulo  ilustrada";2016-08-08
"4308";2016;"denzel washington";"folha de spaulo  ilustrada";2016-08-08
"4309";2016;"angela davis";"folha de spaulo  ilustrada";2016-08-10
"4310";2016;"davis virará";"folha de spaulo  ilustrada";2016-08-10
"4311";2016;"virará filme";"folha de spaulo  ilustrada";2016-08-10
"4312";2016;"crítica the";"folha de spaulo  ilustrada";2016-08-11
"4313";2016;"the get";"folha de spaulo  ilustrada";2016-08-11
"4314";2016;"get down";"folha de spaulo  ilustrada";2016-08-11
"4315";2016;"visual estilizado";"folha de spaulo  ilustrada";2016-08-11
"4316";2016;"dois pés";"folha de spaulo  ilustrada";2016-08-11
"4317";2016;"relatório confirma";"folha de spaulo  mundo";2016-08-11
"4318";2016;"polícia americana";"folha de spaulo  mundo";2016-08-11
"4319";2016;"chamada após";"folha de spaulo  mundo";2016-08-14
"4320";2016;"após atos";"folha de spaulo  mundo";2016-08-14
"4321";2016;"atos contra";"folha de spaulo  mundo";2016-08-14
"4322";2016;"contra morte";"folha de spaulo  mundo";2016-08-14
"4323";2016;"haitianos viram";"folha de spaulo  mundo";2016-08-14
"4324";2016;"viram apátridas";"folha de spaulo  mundo";2016-08-14
"4325";2016;"vizinha república";"folha de spaulo  mundo";2016-08-14
"4326";2016;"república dominicana";"folha de spaulo  mundo";2016-08-14
"4327";2016;"masp reúne";"folha de spaulo  ilustrada";2016-08-16
"4328";2016;"país desigual";"folha de spaulo  ilustrada";2016-08-16
"4329";2016;"candido portinari";"folha de spaulo  ilustrada";2016-08-16
"4330";2016;"violência policial";"folha de spaulo  mundo";2016-08-17
"4331";2016;"policial contra";"folha de spaulo  mundo";2016-08-17
"4332";2016;"contra latinos";"folha de spaulo  mundo";2016-08-17
"4333";2016;"repercussão menor";"folha de spaulo  mundo";2016-08-17
"4334";2016;"mostra fraqueza";"folha de spaulo  mundo";2016-08-19
"4335";2016;"base crucial";"folha de spaulo  mundo";2016-08-19
"4336";2016;"homens brancos";"folha de spaulo  mundo";2016-08-19
"4337";2016;"airbnb põem";"folha de spaulo  mercado";2016-08-21
"4338";2016;"xeque economia";"folha de spaulo  mercado";2016-08-21
"4339";2016;"economia colaborativa";"folha de spaulo  mercado";2016-08-21
"4340";2016;"carlos alberto";"folha de spaulo  cotidiano";2016-08-22
"4341";2016;"alberto ozório";"folha de spaulo  cotidiano";2016-08-22
"4342";2016;"aguiar 19262016";"folha de spaulo  cotidiano";2016-08-22
"4343";2016;"19262016 mortes";"folha de spaulo  cotidiano";2016-08-22
"4344";2016;"eterno comunista";"folha de spaulo  cotidiano";2016-08-22
"4345";2016;"baltimore revelam";"folha de spaulo  mundo";2016-08-25
"4346";2016;"revelam vida";"folha de spaulo  mundo";2016-08-25
"4347";2016;"tensão racial";"folha de spaulo  mundo";2016-08-25
"4348";2016;"trump democratas";"folha de spaulo  mundo";2016-08-25
"4349";2016;"democratas sentem";"folha de spaulo  mundo";2016-08-25
"4350";2016;"sentem saudades";"folha de spaulo  mundo";2016-08-25
"4351";2016;"mitt romney";"folha de spaulo  mundo";2016-08-25
"4352";2016;"morrem 26";"folha de spaulo  cotidiano";2016-08-25
"4353";2016;"26 vezes";"folha de spaulo  cotidiano";2016-08-25
"4354";2016;"republicano trump";"folha de spaulo  mundo";2016-08-27
"4355";2016;"trump acena";"folha de spaulo  mundo";2016-08-27
"4356";2016;"ampliar eleitorado";"folha de spaulo  mundo";2016-08-27
"4357";2016;"contra racismo";"folha de spaulo  esporte";2016-08-31
"4358";2016;"racismo jogador";"folha de spaulo  esporte";2016-08-31
"4359";2016;"jogador fica";"folha de spaulo  esporte";2016-08-31
"4360";2016;"fica sentado";"folha de spaulo  esporte";2016-08-31
"4361";2016;"sentado durante";"folha de spaulo  esporte";2016-08-31
"4362";2016;"durante hino";"folha de spaulo  esporte";2016-08-31
"4363";2016;"recebe críticas";"folha de spaulo  esporte";2016-08-31
"4364";2016;"eua vai";"folha de spaulo  mundo";2016-09-01
"4365";2016;"vai facilitar";"folha de spaulo  mundo";2016-09-01
"4366";2016;"distúrbios diminuem";"folha de spaulo  mundo";2016-09-03
"4367";2016;"áfrica após";"folha de spaulo  mundo";2016-09-03
"4368";2016;"após disputa";"folha de spaulo  mundo";2016-09-03
"4369";2016;"disputa eleitoral";"folha de spaulo  mundo";2016-09-03
"4370";2016;"alto comissário";"folha de spaulo  mundo";2016-09-05
"4371";2016;"nações unidas";"folha de spaulo  mundo";2016-09-05
"4372";2016;"unidas acusa";"folha de spaulo  mundo";2016-09-05
"4373";2016;"acusa trump";"folha de spaulo  mundo";2016-09-05
"4374";2016;"espalhar preconceito";"folha de spaulo  mundo";2016-09-05
"4375";2016;"crítica unreal";"folha de spaulo  ilustrada";2016-09-05
"4376";2016;"unreal debate";"folha de spaulo  ilustrada";2016-09-05
"4377";2016;"debate racismo";"folha de spaulo  ilustrada";2016-09-05
"4378";2016;"novo ano";"folha de spaulo  ilustrada";2016-09-05
"4379";2016;"expressam ceticismo";"folha de spaulo  mundo";2016-09-06
"4380";2016;"ceticismo sobre";"folha de spaulo  mundo";2016-09-06
"4381";2016;"sobre hillary";"folha de spaulo  mundo";2016-09-06
"4382";2016;"preocupam democratas";"folha de spaulo  mundo";2016-09-06
"4383";2016;"dinamarca deslancha";"folha de spaulo  mundo";2016-09-07
"4384";2016;"deslancha tensões";"folha de spaulo  mundo";2016-09-07
"4385";2016;"tensões sobre";"folha de spaulo  mundo";2016-09-07
"4386";2016;"sobre identidade";"folha de spaulo  mundo";2016-09-07
"4387";2016;"itamaraty estuda";"folha de spaulo  mundo";2016-09-12
"4388";2016;"estuda atualizar";"folha de spaulo  mundo";2016-09-12
"4389";2016;"atualizar critérios";"folha de spaulo  mundo";2016-09-12
"4390";2016;"cada dez";"folha de spaulo  cotidiano";2016-09-12
"4391";2016;"dez bebês";"folha de spaulo  cotidiano";2016-09-12
"4392";2016;"zika nascem";"folha de spaulo  cotidiano";2016-09-12
"4393";2016;"itamaraty exclui";"folha de spaulo  mundo";2016-09-12
"4394";2016;"concurso 47";"folha de spaulo  mundo";2016-09-12
"4395";2016;"47 candidatos";"folha de spaulo  mundo";2016-09-12
"4396";2016;"candidatos autodeclarados";"folha de spaulo  mundo";2016-09-12
"4397";2016;"nova banca";"folha de spaulo  mundo";2016-09-13
"4398";2016;"banca acata";"folha de spaulo  mundo";2016-09-13
"4399";2016;"acata recurso";"folha de spaulo  mundo";2016-09-13
"4400";2016;"25 autodeclarados";"folha de spaulo  mundo";2016-09-13
"4401";2016;"emmy 2016";"folha de spaulo  ilustrada";2016-09-15
"4402";2016;"2016 revelam";"folha de spaulo  ilustrada";2016-09-15
"4403";2016;"revelam diversidade";"folha de spaulo  ilustrada";2016-09-15
"4404";2016;"diversidade maior";"folha de spaulo  ilustrada";2016-09-15
"4405";2016;"jogadores revive";"folha de spaulo  esporte";2016-09-15
"4406";2016;"revive espírito";"folha de spaulo  esporte";2016-09-15
"4407";2016;"muhammad ali";"folha de spaulo  esporte";2016-09-15
"4408";2016;"trump admite";"folha de spaulo  mundo";2016-09-16
"4409";2016;"primeira vez";"folha de spaulo  mundo";2016-09-16
"4410";2016;"obama nasceu";"folha de spaulo  mundo";2016-09-16
"4411";2016;"estados unidos";"folha de spaulo  mundo";2016-09-16
"4412";2016;"trump ofende";"folha de spaulo  mundo";2016-09-18
"4413";2016;"ofende constituição";"folha de spaulo  mundo";2016-09-18
"4414";2016;"militar muçulmano";"folha de spaulo  mundo";2016-09-18
"4415";2016;"muçulmano morto";"folha de spaulo  mundo";2016-09-18
"4416";2016;"senado autoriza";"folha de spaulo  poder";2016-09-20
"4417";2016;"autoriza extinção";"folha de spaulo  poder";2016-09-20
"4418";2016;"10 mil";"folha de spaulo  poder";2016-09-20
"4419";2016;"mil cargos";"folha de spaulo  poder";2016-09-20
"4420";2016;"cargos comissionados";"folha de spaulo  poder";2016-09-20
"4421";2016;"trump fazem";"folha de spaulo  mundo";2016-09-21
"4422";2016;"fazem críticas";"folha de spaulo  mundo";2016-09-21
"4423";2016;"eua após";"folha de spaulo  mundo";2016-09-21
"4424";2016;"após mortes";"folha de spaulo  mundo";2016-09-21
"4425";2016;"morre homem";"folha de spaulo  mundo";2016-09-22
"4426";2016;"homem baleado";"folha de spaulo  mundo";2016-09-22
"4427";2016;"protesto contra";"folha de spaulo  mundo";2016-09-22
"4428";2016;"charlotte eua";"folha de spaulo  mundo";2016-09-22
"4429";2016;"tensão racial";"folha de spaulo  mundo";2016-09-22
"4430";2016;"protestos elevam";"folha de spaulo  mundo";2016-09-22
"4431";2016;"elevam pressão";"folha de spaulo  mundo";2016-09-22
"4432";2016;"pressão sobre";"folha de spaulo  mundo";2016-09-22
"4433";2016;"sobre policiais";"folha de spaulo  mundo";2016-09-22
"4434";2016;"charlotte terminou";"folha de spaulo  mundo";2016-09-22
"4435";2016;"nove feridos";"folha de spaulo  mundo";2016-09-22
"4436";2016;"44 presos";"folha de spaulo  mundo";2016-09-22
"4437";2016;"obra sobre";"folha de spaulo  ilustrada";2016-09-22
"4438";2016;"sobre racismo";"folha de spaulo  ilustrada";2016-09-22
"4439";2016;"dados sobre";"folha de spaulo  mundo";2016-09-22
"4440";2016;"sobre uso";"folha de spaulo  mundo";2016-09-22
"4441";2016;"homem baleado";"folha de spaulo  mundo";2016-09-23
"4442";2016;"charlotte eua";"folha de spaulo  mundo";2016-09-23
"4443";2016;"eua filmou";"folha de spaulo  mundo";2016-09-23
"4444";2016;"solta após";"folha de spaulo  mundo";2016-09-23
"4445";2016;"após fiança";"folha de spaulo  mundo";2016-09-23
"4446";2016;"núcleo afro";"folha de spaulo  poder";2016-09-23
"4447";2016;"pmdb protesta";"folha de spaulo  poder";2016-09-23
"4448";2016;"protesta contra";"folha de spaulo  poder";2016-09-23
"4449";2016;"contra michel";"folha de spaulo  poder";2016-09-23
"4450";2016;"michel temer";"folha de spaulo  poder";2016-09-23
"4451";2016;"após protestos";"folha de spaulo  mundo";2016-09-24
"4452";2016;"protestos polícia";"folha de spaulo  mundo";2016-09-24
"4453";2016;"polícia libera";"folha de spaulo  mundo";2016-09-24
"4454";2016;"libera vídeo";"folha de spaulo  mundo";2016-09-24
"4455";2016;"eua fracassaram";"folha de spaulo  mundo";2016-09-24
"4456";2016;"abolir escravidão";"folha de spaulo  mundo";2016-09-24
"4457";2016;"escravidão afirma";"folha de spaulo  mundo";2016-09-24
"4458";2016;"afirma angela";"folha de spaulo  mundo";2016-09-24
"4459";2016;"angela davis";"folha de spaulo  mundo";2016-09-24
"4460";2016;"35 anos";"folha de spaulo  mundo";2016-09-24
"4461";2016;"anos obra";"folha de spaulo  mundo";2016-09-24
"4462";2016;"angela davis";"folha de spaulo  mundo";2016-09-24
"4463";2016;"davis permanece";"folha de spaulo  mundo";2016-09-24
"4464";2016;"permanece atual";"folha de spaulo  mundo";2016-09-24
"4465";2016;"representatividade atualiza";"folha de spaulo  ilustrada";2016-09-26
"4466";2016;"atualiza refilmagem";"folha de spaulo  ilustrada";2016-09-26
"4467";2016;"obra clássica";"folha de spaulo  ilustrada";2016-09-26
"4468";2016;"polícia mata";"folha de spaulo  mundo";2016-09-28
"4469";2016;"califórnia caso";"folha de spaulo  mundo";2016-09-28
"4470";2016;"eua neste";"folha de spaulo  mundo";2016-09-28
"4471";2016;"neste mês";"folha de spaulo  mundo";2016-09-28
"4472";2016;"9 anos";"folha de spaulo  mundo";2016-09-29
"4473";2016;"anos chama";"folha de spaulo  mundo";2016-09-29
"4474";2016;"tensão racial";"folha de spaulo  mundo";2016-09-29
"4475";2016;"obama recebe";"folha de spaulo  esporte";2016-09-29
"4476";2016;"recebe atletas";"folha de spaulo  esporte";2016-09-29
"4477";2016;"emergência caem";"folha de spaulo  mundo";2016-09-30
"4478";2016;"caem após";"folha de spaulo  mundo";2016-09-30
"4479";2016;"após caso";"folha de spaulo  mundo";2016-09-30
"4480";2016;"violência policial";"folha de spaulo  mundo";2016-09-30
"4481";2016;"novo museu";"folha de spaulo  ilustríssima";2016-10-02
"4482";2016;"bill clinton";"folha de spaulo  mundo";2016-10-04
"4483";2016;"clinton chama";"folha de spaulo  mundo";2016-10-04
"4484";2016;"chama obamacare";"folha de spaulo  mundo";2016-10-04
"4485";2016;"bolsistas criam";"folha de spaulo  educação";2016-10-07
"4486";2016;"criam página";"folha de spaulo  educação";2016-10-07
"4487";2016;"página contra";"folha de spaulo  educação";2016-10-07
"4488";2016;"contra preconceito";"folha de spaulo  educação";2016-10-07
"4489";2016;"universidade carioca";"folha de spaulo  educação";2016-10-07
"4490";2016;"doria estuda";"folha de spaulo  cotidiano";2016-10-08
"4491";2016;"estuda cortar";"folha de spaulo  cotidiano";2016-10-08
"4492";2016;"cortar pastas";"folha de spaulo  cotidiano";2016-10-08
"4493";2016;"pastas voltadas";"folha de spaulo  cotidiano";2016-10-08
"4494";2016;"temas sociais";"folha de spaulo  cotidiano";2016-10-08
"4495";2016;"valongo festival";"folha de spaulo  ilustrada";2016-10-12
"4496";2016;"festival leva";"folha de spaulo  ilustrada";2016-10-12
"4497";2016;"leva fotógrafos";"folha de spaulo  ilustrada";2016-10-12
"4498";2016;"pensam questões";"folha de spaulo  ilustrada";2016-10-12
"4499";2016;"josé sales";"folha de spaulo  cotidiano";2016-10-15
"4500";2016;"santos 19422016";"folha de spaulo  cotidiano";2016-10-15
"4501";2016;"19422016 mortes";"folha de spaulo  cotidiano";2016-10-15
"4502";2016;"mortes mestre";"folha de spaulo  cotidiano";2016-10-15
"4503";2016;"mestre sales";"folha de spaulo  cotidiano";2016-10-15
"4504";2016;"novas leis";"folha de spaulo  mundo";2016-10-16
"4505";2016;"leis dificultam";"folha de spaulo  mundo";2016-10-16
"4506";2016;"dificultam acesso";"folha de spaulo  mundo";2016-10-16
"4507";2016;"estados unidos";"folha de spaulo  mundo";2016-10-16
"4508";2016;"álbum póstumo";"folha de spaulo  ilustrada";2016-10-18
"4509";2016;"lançado 13";"folha de spaulo  ilustrada";2016-10-18
"4510";2016;"13 anos";"folha de spaulo  ilustrada";2016-10-18
"4511";2016;"anos após";"folha de spaulo  ilustrada";2016-10-18
"4512";2016;"barack obama";"folha de spaulo  mundo";2016-10-20
"4513";2016;"obama vai";"folha de spaulo  mundo";2016-10-20
"4514";2016;"apoiar trump";"folha de spaulo  mundo";2016-10-20
"4515";2016;"publicidade prefere";"folha de spaulo  mercado";2016-10-23
"4516";2016;"prefere pais";"folha de spaulo  mercado";2016-10-23
"4517";2016;"pais brancos";"folha de spaulo  mercado";2016-10-23
"4518";2016;"protagonistas aponta";"folha de spaulo  mercado";2016-10-23
"4519";2016;"aponta estudo";"folha de spaulo  mercado";2016-10-23
"4520";2016;"movimento black";"folha de spaulo  mundo";2016-10-24
"4521";2016;"black lives";"folha de spaulo  mundo";2016-10-24
"4522";2016;"lives matter";"folha de spaulo  mundo";2016-10-24
"4523";2016;"paul beatty";"folha de spaulo  ilustrada";2016-10-25
"4524";2016;"primeiro americano";"folha de spaulo  ilustrada";2016-10-25
"4525";2016;"man booker";"folha de spaulo  ilustrada";2016-10-25
"4526";2016;"booker prize";"folha de spaulo  ilustrada";2016-10-25
"4527";2016;"retratou herói";"folha de spaulo  ilustrada";2016-10-27
"4528";2016;"nova york";"folha de spaulo  ilustrada";2016-10-27
"4529";2016;"publicidades permite";"folha de spaulo  mercado";2016-10-31
"4530";2016;"permite viés";"folha de spaulo  mercado";2016-10-31
"4531";2016;"viés racista";"folha de spaulo  mercado";2016-10-31
"4532";2016;"opinião raça";"folha de spaulo  mundo";2016-11-02
"4533";2016;"gênero moldam";"folha de spaulo  mundo";2016-11-02
"4534";2016;"moldam campanha";"folha de spaulo  mundo";2016-11-02
"4535";2016;"campanha presidencial";"folha de spaulo  mundo";2016-11-02
"4536";2016;"estados unidos";"folha de spaulo  mundo";2016-11-02
"4537";2016;"escândalo aumenta";"folha de spaulo  mundo";2016-11-02
"4538";2016;"aumenta pressão";"folha de spaulo  mundo";2016-11-02
"4539";2016;"pressão sobre";"folha de spaulo  mundo";2016-11-02
"4540";2016;"sobre líder";"folha de spaulo  mundo";2016-11-02
"4541";2016;"líder sulafricano";"folha de spaulo  mundo";2016-11-02
"4542";2016;"estadoschave hillary";"folha de spaulo  mundo";2016-11-07
"4543";2016;"hillary batalha";"folha de spaulo  mundo";2016-11-07
"4544";2016;"ajudou obama";"folha de spaulo  mundo";2016-11-07
"4545";2016;"análise rebote";"folha de spaulo  mundo";2016-11-09
"4546";2016;"rebote branco";"folha de spaulo  mundo";2016-11-09
"4547";2016;"establishment afundaram";"folha de spaulo  mundo";2016-11-09
"4548";2016;"afundaram hillary";"folha de spaulo  mundo";2016-11-09
"4549";2016;"hillary sela";"folha de spaulo  mundo";2016-11-10
"4550";2016;"sela vitória";"folha de spaulo  mundo";2016-11-10
"4551";2016;"charlie hebdo";"folha de spaulo  mundo";2016-11-10
"4552";2016;"hebdo retrata";"folha de spaulo  mundo";2016-11-10
"4553";2016;"retrata expresidente";"folha de spaulo  mundo";2016-11-10
"4554";2016;"expresidente obama";"folha de spaulo  mundo";2016-11-10
"4555";2016;"obama fugindo";"folha de spaulo  mundo";2016-11-10
"4556";2016;"facebook impedirá";"folha de spaulo  mercado";2016-11-11
"4557";2016;"impedirá anúncios";"folha de spaulo  mercado";2016-11-11
"4558";2016;"anúncios baseados";"folha de spaulo  mercado";2016-11-11
"4559";2016;"etnias após";"folha de spaulo  mercado";2016-11-11
"4560";2016;"após críticas";"folha de spaulo  mercado";2016-11-11
"4561";2016;"flip vai";"folha de spaulo  ilustrada";2016-11-11
"4562";2016;"vai homenagear";"folha de spaulo  ilustrada";2016-11-11
"4563";2016;"homenagear escritor";"folha de spaulo  ilustrada";2016-11-11
"4564";2016;"escritor carioca";"folha de spaulo  ilustrada";2016-11-11
"4565";2016;"carioca lima";"folha de spaulo  ilustrada";2016-11-11
"4566";2016;"lima barreto";"folha de spaulo  ilustrada";2016-11-11
"4567";2016;"multidões correm";"folha de spaulo  mercado";2016-11-13
"4568";2016;"latinos feministas";"folha de spaulo  mundo";2016-11-14
"4569";2016;"grupos lgbt";"folha de spaulo  mundo";2016-11-14
"4570";2016;"lgbt lideram";"folha de spaulo  mundo";2016-11-14
"4571";2016;"lideram protestos";"folha de spaulo  mundo";2016-11-14
"4572";2016;"elza soares";"folha de spaulo  cotidiano";2016-11-16
"4573";2016;"desemprego cresce";"folha de spaulo  mercado";2016-11-17
